cap-shape,cap-color,odor,gill-size,gill-color,stalk-color-above-ring,veil-color,ring-type,spore-print-color,population,habitat
flat,brown,anise,broad,white,white,white,pendant,black,scattered,grasses
convex,white,anise,broad,brown,white,white,pendant,brown,numerous,meadows
convex,white,almond,narrow,brown,white,white,pendant,brown,several,woods
flat,brown,almond,broad,brown,white,white,pendant,brown,solitary,paths
bell,white,almond,broad,black,white,white,pendant,brown,numerous,meadows
convex,white,none,broad,pink,white,white,evanescent,black,abundant,grasses
flat,gray,none,narrow,brown,white,white,pendant,brown,several,urban
convex,white,almond,broad,gray,white,white,pendant,brown,scattered,grasses
convex,yellow,anise,broad,brown,white,white,pendant,brown,solitary,grasses
bell,yellow,anise,broad,gray,white,white,pendant,brown,scattered,grasses
bell,yellow,anise,broad,white,white,white,pendant,black,scattered,grasses
flat,white,anise,narrow,brown,white,white,pendant,brown,several,woods
bell,white,almond,broad,white,white,white,pendant,black,numerous,meadows
convex,yellow,almond,narrow,brown,white,white,pendant,purple,several,woods
convex,white,anise,broad,gray,white,white,pendant,brown,numerous,meadows
bell,yellow,anise,broad,black,white,white,pendant,brown,numerous,meadows
convex,brown,almond,broad,pink,white,white,pendant,brown,solitary,paths
convex,white,anise,broad,brown,white,white,pendant,black,scattered,meadows
convex,white,anise,broad,gray,white,white,pendant,black,scattered,meadows
convex,yellow,almond,broad,pink,white,white,pendant,black,solitary,paths
convex,white,anise,broad,brown,white,white,pendant,black,numerous,meadows
convex,yellow,anise,broad,white,white,white,pendant,black,numerous,meadows
convex,brown,anise,broad,pink,white,white,pendant,black,scattered,grasses
convex,white,anise,broad,brown,white,white,pendant,brown,numerous,grasses
flat,brown,anise,broad,brown,white,white,pendant,black,scattered,grasses
bell,white,anise,broad,white,white,white,pendant,black,scattered,meadows
convex,brown,none,broad,brown,gray,white,pendant,brown,solitary,woods
convex,white,anise,broad,black,white,white,pendant,brown,scattered,meadows
bell,white,anise,broad,gray,white,white,pendant,black,numerous,grasses
bell,yellow,anise,broad,gray,white,white,pendant,black,numerous,meadows
convex,yellow,anise,narrow,pink,white,white,pendant,brown,several,woods
bell,white,anise,broad,gray,white,white,pendant,brown,numerous,meadows
convex,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
bell,white,almond,broad,black,white,white,pendant,brown,numerous,grasses
bell,yellow,anise,broad,white,white,white,pendant,black,scattered,meadows
flat,yellow,almond,broad,brown,white,white,pendant,black,solitary,paths
flat,brown,almond,broad,white,white,white,pendant,brown,solitary,paths
convex,white,almond,broad,black,white,white,pendant,brown,scattered,meadows
flat,yellow,anise,broad,brown,white,white,pendant,brown,scattered,grasses
bell,white,almond,broad,gray,white,white,pendant,black,scattered,grasses
convex,yellow,almond,broad,white,white,white,pendant,brown,numerous,meadows
convex,brown,none,narrow,black,white,white,pendant,black,several,urban
flat,brown,almond,broad,pink,white,white,pendant,brown,solitary,grasses
convex,white,almond,broad,gray,white,white,pendant,black,numerous,meadows
convex,yellow,anise,broad,gray,white,white,pendant,black,numerous,grasses
bell,yellow,anise,broad,gray,white,white,pendant,black,numerous,grasses
flat,yellow,almond,broad,white,white,white,pendant,brown,scattered,paths
convex,yellow,anise,broad,gray,white,white,pendant,black,numerous,grasses
convex,white,almond,broad,white,white,white,pendant,black,numerous,meadows
flat,white,almond,narrow,brown,white,white,pendant,purple,several,woods
sunken,gray,none,narrow,black,white,white,pendant,black,solitary,urban
flat,yellow,anise,narrow,brown,white,white,pendant,brown,several,woods
flat,gray,none,narrow,black,white,white,pendant,black,solitary,urban
convex,brown,none,narrow,pink,white,white,pendant,brown,solitary,urban
bell,white,almond,broad,white,white,white,pendant,brown,numerous,grasses
convex,white,almond,narrow,pink,white,white,pendant,brown,several,woods
bell,yellow,anise,broad,brown,white,white,pendant,black,scattered,meadows
bell,yellow,almond,broad,black,white,white,pendant,black,scattered,meadows
bell,yellow,anise,broad,gray,white,white,pendant,black,scattered,grasses
flat,white,anise,narrow,pink,white,white,pendant,purple,several,woods
flat,gray,none,narrow,gray,white,white,pendant,black,solitary,urban
flat,white,almond,narrow,white,white,white,pendant,brown,several,woods
flat,yellow,almond,broad,pink,white,white,pendant,black,solitary,grasses
convex,white,anise,broad,white,white,white,pendant,brown,scattered,meadows
sunken,brown,none,narrow,pink,white,white,pendant,brown,solitary,urban
convex,brown,anise,broad,brown,white,white,pendant,black,scattered,paths
convex,brown,almond,broad,brown,white,white,pendant,black,scattered,paths
flat,yellow,almond,narrow,brown,white,white,pendant,purple,several,woods
flat,brown,pungent,narrow,pink,white,white,pendant,brown,scattered,grasses
convex,brown,pungent,narrow,black,white,white,pendant,brown,several,urban
flat,brown,anise,broad,white,white,white,pendant,brown,scattered,paths
convex,yellow,almond,broad,white,white,white,pendant,black,scattered,grasses
bell,yellow,almond,broad,black,white,white,pendant,brown,numerous,meadows
flat,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
flat,brown,almond,broad,pink,white,white,pendant,brown,scattered,grasses
convex,white,almond,broad,brown,white,white,pendant,brown,scattered,grasses
bell,yellow,anise,broad,white,white,white,pendant,black,numerous,meadows
convex,yellow,almond,broad,white,white,white,pendant,brown,numerous,grasses
bell,yellow,almond,broad,gray,white,white,pendant,black,numerous,grasses
convex,white,anise,broad,gray,white,white,pendant,black,numerous,meadows
bell,yellow,almond,broad,white,white,white,pendant,black,scattered,meadows
bell,yellow,almond,broad,white,white,white,pendant,brown,scattered,grasses
convex,brown,pungent,narrow,brown,white,white,pendant,brown,several,grasses
convex,gray,none,broad,pink,white,white,evanescent,brown,scattered,grasses
flat,brown,none,broad,pink,white,white,evanescent,brown,abundant,grasses
convex,white,almond,narrow,brown,white,white,pendant,brown,several,woods
flat,gray,none,narrow,pink,white,white,pendant,brown,several,urban
flat,brown,none,narrow,black,white,white,pendant,brown,solitary,urban
bell,yellow,almond,broad,black,white,white,pendant,black,scattered,grasses
convex,white,almond,narrow,brown,white,white,pendant,purple,several,woods
sunken,gray,none,narrow,brown,white,white,pendant,brown,several,urban
convex,brown,none,narrow,black,white,white,pendant,brown,several,urban
convex,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,brown,anise,broad,brown,white,white,pendant,black,solitary,paths
bell,yellow,almond,broad,black,white,white,pendant,black,numerous,grasses
convex,white,anise,broad,black,white,white,pendant,black,scattered,grasses
convex,yellow,almond,broad,black,white,white,pendant,brown,numerous,grasses
convex,white,anise,broad,white,white,white,pendant,black,numerous,meadows
bell,white,anise,broad,brown,white,white,pendant,black,scattered,grasses
flat,yellow,almond,broad,pink,white,white,pendant,brown,solitary,paths
convex,brown,pungent,narrow,brown,white,white,pendant,brown,scattered,urban
flat,gray,none,narrow,brown,white,white,pendant,black,solitary,urban
bell,yellow,anise,broad,white,white,white,pendant,brown,scattered,grasses
flat,brown,almond,broad,white,white,white,pendant,brown,scattered,paths
convex,yellow,almond,broad,black,white,white,pendant,brown,scattered,meadows
convex,brown,none,narrow,black,white,white,pendant,black,solitary,urban
flat,yellow,almond,broad,white,white,white,pendant,brown,solitary,paths
convex,brown,almond,broad,brown,white,white,pendant,brown,solitary,paths
convex,white,almond,broad,brown,white,white,pendant,black,scattered,grasses
convex,white,pungent,narrow,brown,white,white,pendant,black,scattered,grasses
flat,brown,anise,broad,white,white,white,pendant,black,solitary,paths
flat,brown,pungent,narrow,black,white,white,pendant,black,scattered,grasses
convex,white,none,broad,black,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,black,white,white,pendant,black,scattered,meadows
sunken,brown,none,narrow,pink,white,white,pendant,black,several,urban
convex,yellow,anise,broad,gray,white,white,pendant,brown,scattered,meadows
flat,white,almond,narrow,pink,white,white,pendant,purple,several,woods
convex,yellow,almond,broad,brown,white,white,pendant,black,scattered,meadows
flat,gray,none,broad,pink,white,white,evanescent,black,scattered,grasses
convex,white,pungent,narrow,brown,white,white,pendant,brown,scattered,grasses
convex,yellow,almond,broad,pink,white,white,pendant,black,scattered,grasses
flat,brown,none,broad,brown,white,white,evanescent,black,abundant,grasses
convex,white,almond,broad,white,white,white,pendant,black,scattered,meadows
bell,yellow,anise,broad,gray,white,white,pendant,brown,scattered,meadows
flat,gray,none,narrow,gray,white,white,pendant,brown,several,urban
convex,yellow,anise,narrow,pink,white,white,pendant,purple,several,woods
convex,yellow,almond,broad,gray,white,white,pendant,brown,numerous,meadows
flat,brown,none,narrow,brown,white,white,pendant,brown,solitary,urban
convex,gray,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
convex,yellow,anise,broad,pink,white,white,pendant,black,scattered,paths
flat,white,anise,narrow,pink,white,white,pendant,brown,several,woods
convex,yellow,anise,broad,black,white,white,pendant,black,scattered,grasses
flat,yellow,almond,broad,pink,white,white,pendant,black,solitary,paths
convex,brown,pungent,narrow,black,white,white,pendant,black,several,urban
convex,white,anise,narrow,white,white,white,pendant,purple,several,woods
convex,white,anise,broad,white,white,white,pendant,black,numerous,grasses
convex,yellow,almond,broad,gray,white,white,pendant,brown,numerous,meadows
bell,yellow,almond,broad,gray,white,white,pendant,brown,scattered,grasses
convex,yellow,almond,narrow,white,white,white,pendant,purple,several,woods
convex,yellow,almond,narrow,brown,white,white,pendant,purple,several,woods
convex,white,none,broad,brown,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,white,white,white,pendant,brown,scattered,meadows
convex,white,pungent,narrow,white,white,white,pendant,black,several,grasses
convex,yellow,almond,broad,gray,white,white,pendant,brown,numerous,grasses
flat,gray,none,broad,black,white,white,evanescent,black,scattered,grasses
convex,brown,pungent,narrow,brown,white,white,pendant,brown,scattered,grasses
bell,white,almond,broad,white,white,white,pendant,black,numerous,meadows
convex,white,almond,broad,black,white,white,pendant,black,numerous,meadows
flat,yellow,anise,narrow,brown,white,white,pendant,brown,several,woods
convex,yellow,almond,broad,black,white,white,pendant,black,numerous,grasses
bell,white,anise,broad,white,white,white,pendant,black,numerous,grasses
convex,brown,almond,broad,white,white,white,pendant,brown,solitary,grasses
convex,yellow,anise,broad,white,white,white,pendant,brown,scattered,grasses
convex,brown,none,narrow,pink,white,white,pendant,brown,several,urban
convex,yellow,anise,broad,brown,white,white,pendant,brown,scattered,grasses
convex,yellow,anise,broad,white,white,white,pendant,brown,solitary,grasses
convex,brown,pungent,narrow,white,white,white,pendant,brown,scattered,grasses
convex,white,almond,broad,gray,white,white,pendant,brown,numerous,meadows
convex,yellow,almond,broad,white,white,white,pendant,brown,scattered,meadows
convex,white,anise,broad,black,white,white,pendant,black,numerous,grasses
convex,yellow,almond,broad,brown,white,white,pendant,brown,solitary,grasses
flat,yellow,almond,broad,white,white,white,pendant,black,scattered,grasses
convex,white,almond,broad,black,white,white,pendant,brown,scattered,meadows
sunken,gray,none,narrow,gray,white,white,pendant,black,several,urban
flat,brown,none,narrow,brown,white,white,pendant,black,solitary,urban
sunken,gray,none,narrow,brown,white,white,pendant,black,several,urban
convex,white,almond,broad,brown,white,white,pendant,black,numerous,meadows
convex,white,pungent,narrow,black,white,white,pendant,black,scattered,urban
convex,gray,none,broad,chocolate,white,white,evanescent,black,scattered,grasses
convex,yellow,anise,broad,gray,white,white,pendant,black,scattered,grasses
convex,white,pungent,narrow,black,white,white,pendant,brown,scattered,grasses
convex,yellow,almond,broad,gray,white,white,pendant,black,numerous,meadows
convex,brown,pungent,narrow,pink,white,white,pendant,black,several,urban
bell,yellow,anise,broad,brown,white,white,pendant,black,numerous,meadows
bell,white,anise,broad,gray,white,white,pendant,black,scattered,meadows
convex,white,pungent,narrow,pink,white,white,pendant,brown,scattered,grasses
convex,brown,pungent,narrow,brown,white,white,pendant,black,scattered,urban
convex,gray,none,broad,brown,white,white,evanescent,brown,abundant,grasses
convex,brown,anise,broad,white,white,white,pendant,brown,solitary,grasses
flat,white,none,broad,black,white,white,evanescent,brown,abundant,grasses
flat,brown,anise,broad,brown,white,white,pendant,brown,scattered,paths
bell,white,anise,broad,white,white,white,pendant,black,scattered,meadows
bell,white,almond,broad,brown,white,white,pendant,black,numerous,grasses
convex,gray,none,broad,brown,white,white,evanescent,brown,scattered,grasses
flat,brown,almond,broad,brown,white,white,pendant,black,solitary,grasses
convex,white,anise,broad,white,white,white,pendant,black,scattered,meadows
